example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history,reason
6,HER SEA GOING QUALITIES WERE EXCELLENT AND WOULD HAVE AMPLY SUFFICED FOR A CIRCUMNAVIGATION OF THE GLOBE,I THOUGHT IT THEREFORE MY DUTY WHEN I LEFT SCHOOL TO BECOME A GOVERNESS,and,False,-1,10.244622230529785,0.15000000596046448,0.0995585098862648,stage1,LibriSpeech/test-clean/5105/28241/5105-28241-0000.flac,5105-28241-0000,0.15,stage1,,
7,ITS ORIGIN WAS SMALL A GERM AN INSIGNIFICANT SEED HARDLY TO BE THOUGHT OF AS LIKELY TO AROUSE OPPOSITION,BUT I WOULD NOT SPEAK AT THE TIME BECAUSE I WANTED TO REFRESH MY MEMORY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4077/13751/4077-13751-0001.flac,4077-13751-0001,0.0,stage1,,impossible_target
8,PLATO HAD NOT THE COMMAND OF HIS MATERIALS WHICH WOULD HAVE ENABLED HIM TO PRODUCE A PERFECT WORK OF ART,THE MOST FAMOUS OF THEM ALL WAS THE OVERTHROW OF THE ISLAND OF ATLANTIS,Thank you.,False,-1,10.158570289611816,0.15000000596046448,0.10024499148130417,stage1,LibriSpeech/test-clean/2961/960/2961-960-0022.flac,2961-960-0022,0.15,stage1,,
9,WE LOOK FOR THAT REWARD WHICH EYE HATH NOT SEEN NOR EAR HEARD NEITHER HATH ENTERED INTO THE HEART OF MAN,THAT WON'T LAST IT WILL GO AWAY AND THINGS WILL BE JUST AS THEY USED TO,We will see if you can see.,False,-1,10.170838356018066,0.15000000596046448,0.1000242754817009,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0032.flac,2830-3980-0032,0.15,stage1,,
0,THESE PERVERTERS OF THE RIGHTEOUSNESS OF CHRIST RESIST THE FATHER AND THE SON AND THE WORKS OF THEM BOTH,THEY THINK YOU'RE PROUD BECAUSE YOU'VE BEEN AWAY TO SCHOOL OR SOMETHING,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0023.flac,2830-3980-0023,0.0,stage1,,impossible_target
1,SUDDENLY THE ICHTHYOSAURUS AND THE PLESIOSAURUS DISAPPEAR BELOW LEAVING A WHIRLPOOL EDDYING IN THE WATER,THAT'S NOT MUCH OF A JOB FOR AN ATHLETE HERE I'VE BEEN TO TOWN AND BACK,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/260/123286/260-123286-0030.flac,260-123286-0030,0.0,stage1,,impossible_target
2,NAY DEAR AUNT YOU NEVER HEARD ME SAY THAT ALL PEOPLE ARE CALLED TO FORSAKE THEIR WORK AND THEIR FAMILIES,I KNOW GASPED POLLY CONTROLLING HER SOBS I WON'T ONLY I CAN'T THANK YOU,I'm going to use the same method as the other side.,False,-1,9.79611587524414,0.15000000596046448,0.09977860003709793,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0036.flac,2094-142345-0036,0.15,stage1,,
3,THE GLIMMERING SEA OF DELICATE LEAVES WHISPERED AND MURMURED BEFORE HER STRETCHING AWAY TO THE NORTHWARD,THE PARIS PLANT LIKE THAT AT THE CRYSTAL PALACE WAS A TEMPORARY EXHIBIT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1995/1826/1995-1826-0016.flac,1995-1826-0016,0.0,stage1,,impossible_target
4,ALSO A POPULAR CONTRIVANCE WHEREBY LOVE MAKING MAY BE SUSPENDED BUT NOT STOPPED DURING THE PICNIC SEASON,I THINK I SHOULD BE DOING YOU A SERVICE TO TURN YOU OUT OF SUCH A PLACE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/121/121726/121-121726-0000.flac,121-121726-0000,0.0,stage1,,impossible_target
5,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,HOLMES TURNED AWAY AND STOOPED SUDDENLY TO THE FLOOR HALLOA WHAT'S THIS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1089/134686/1089-134686-0002.flac,1089-134686-0002,0.0,stage1,,impossible_target
6,AND THOUGH I HAVE GROWN SERENE AND STRONG SINCE THEN I THINK THAT GOD HAS WILLED A STILL RENEWABLE FEAR,HORSE SENSE A DEGREE OF WISDOM THAT KEEPS ONE FROM BETTING ON THE RACES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/908/31957/908-31957-0009.flac,908-31957-0009,0.0,stage1,,impossible_target
7,THERE CAME UPON ME A SUDDEN SHOCK WHEN I HEARD THESE WORDS WHICH EXCEEDED ANYTHING WHICH I HAD YET FELT,WHOSE FEET ARE AS THE FEET OF HARTS AND UNDERNEATH THE EVERLASTING ARMS,So it's even more fun when you're drawing. This is what it looks like as I can see. This is really the original one. It's one of the ones that I have to add. Right?,False,-1,11.383116722106934,0.15000000596046448,0.10014132410287857,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0041.flac,8455-210777-0041,0.15,stage1,,
8,ANOTHER PREACHER AFTER REPROACHING HIM TO HIS FACE WITH HIS MISGOVERNMENT ORDERED THIS PSALM TO BE SUNG,THE RECTOR PAUSED AND THEN SHAKING HIS CLASPED HANDS BEFORE HIM WENT ON,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8224/274384/8224-274384-0005.flac,8224-274384-0005,0.0,stage1,,impossible_target
9,AND SO ON TILL YOU GET TO THE END WHEN OPHELIA MIGHT SAY AH YES OR SOMETHING NON COMMITTAL OF THAT SORT,BUT AT THIS POINT IN THE RAPIDS IT WAS IMPOSSIBLE FOR HIM TO STAY DOWN,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0015.flac,7176-92135-0015,0.0,stage1,,impossible_target
0,BUT SUPPOSE YOU SAID I'M FOND OF WRITING MY PEOPLE ALWAYS SAY MY LETTERS HOME ARE GOOD ENOUGH FOR PUNCH,THE GREAT HAWK FOLLOWED HURRIEDLY TO RETRIEVE HIS PREY FROM THE GROUND,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0005.flac,7176-92135-0005,0.0,stage1,,impossible_target
1,FOR THE FIRST TIME THE MAID SEEMED A LITTLE CONFUSED AND HER GAZE WANDERED FROM THE FACE OF HER VISITOR,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0024.flac,6829-68771-0024,0.0,stage1,,impossible_target
2,HIS TONES RANG PLEASANTLY ON WARRENTON'S EARS AND FORTHWITH A GOOD FELLOWSHIP WAS HERALDED BETWEEN THEM,WILL YOU LEAVE ME ALONE IN MY OWN ROOM OR MUST I GO AWAY TO ESCAPE YOU,We are going to go to the next station to see the sun and the sun and the sun,False,-1,10.69892406463623,0.15000000596046448,0.10053408890962601,stage1,LibriSpeech/test-clean/61/70970/61-70970-0037.flac,61-70970-0037,0.15,stage1,,
3,TO THE FERVENT LATTER DAY SAINT A TEMPLE IS NOT SIMPLY A CHURCH BUILDING A HOUSE FOR RELIGIOUS ASSEMBLY,HE SPOKE SIMPLY BUT PACED UP AND DOWN THE NARROW CELL IN FRONT OF THEM,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4077/13751/4077-13751-0010.flac,4077-13751-0010,0.0,stage1,,impossible_target
4,JANUARY AND FEBRUARY OF EIGHTEEN THIRTY SEVEN HAD PASSED AWAY AND STILL THERE WAS NO REPLY FROM SOUTHEY,AS ANY IN ENGLAND I WOULD SAY SAID GAMEWELL PROUDLY THAT IS IN HIS DAY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0009.flac,3575-170457-0009,0.0,stage1,,impossible_target
5,SINCE CHRIST WAS GIVEN FOR OUR SINS IT STANDS TO REASON THAT THEY CANNOT BE PUT AWAY BY OUR OWN EFFORTS,IT IS ENOUGH SAID GEORGE GAMEWELL SHARPLY AND HE TURNED UPON THE CROWD,"The game took place in prison 4 for the important city of San Francisco, so we can now put a video of how many people are in prison.",False,-1,10.029437065124512,0.15000000596046448,0.09989935904741287,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0066.flac,2830-3980-0066,0.15,stage1,,
6,I CAN DISTINGUISH THE EYE OF THE ICHTHYOSAURUS GLOWING LIKE A RED HOT COAL AND AS LARGE AS A MAN'S HEAD,BEFORE THEM FLED THE STROLLER AND HIS THREE SONS CAPLESS AND TERRIFIED,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/260/123286/260-123286-0027.flac,260-123286-0027,0.0,stage1,,impossible_target
7,BUT EMIL IF I UNDERSTAND THEN ALL OUR GOOD TIMES ARE OVER WE CAN NEVER DO NICE THINGS TOGETHER ANY MORE,HE IS NOT WELL HE HAS COME OVER THE OCEAN FOR REST AND CHANGE OF SCENE,But I know it. It's okay to over-cancel. It's okay to have a lot of fun in the morning. We can never let you mind. It's a must-eat-and-go. I know you're not.,False,-1,10.922449111938477,0.15000000596046448,0.10028856992721558,stage1,LibriSpeech/test-clean/237/134500/237-134500-0037.flac,237-134500-0037,0.15,stage1,,
8,HIS WIFE NOW LIES BESIDE HIM AND THE WHITE SHAFT THAT MARKS THEIR GRAVES GLEAMS ACROSS THE WHEAT FIELDS,IT WAS SO DARK THAT I COULD SEE NOTHING BUT A FEW SPARKS ON THE HEARTH,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/237/134493/237-134493-0001.flac,237-134493-0001,0.0,stage1,,impossible_target
9,I BELIEVE IN THE TRAINING OF PEOPLE TO THEIR HIGHEST CAPACITY THE ENGLISHMAN HERE HEARTILY SECONDED HIM,WHY IT'S IN MISSOURI SOMEWHERE ON THE FRONTIER I THINK WE'LL GET A MAP,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1995/1836/1995-1836-0008.flac,1995-1836-0008,0.0,stage1,,impossible_target
0,THIS SET OF ROOMS IS QUITE THE OLDEST IN THE COLLEGE AND IT IS NOT UNUSUAL FOR VISITORS TO GO OVER THEM,HE FELT A TREMOR RUN THROUGH THE SLENDER YELLOW FIGURE IN FRONT OF HIM,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0002.flac,1580-141084-0002,0.0,stage1,,impossible_target
1,AS SOON AS THESE DISPOSITIONS WERE MADE THE SCOUT TURNED TO DAVID AND GAVE HIM HIS PARTING INSTRUCTIONS,I AM NOT DEPRECIATING IT WHEN I SAY THAT IN THESE TIMES IT IS NOT RARE,"But these are these disks to lift him to the enemy, just to self-finish his laser-disk positive drop.",False,-1,10.363823890686035,0.15000000596046448,0.09976989775896072,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0027.flac,1320-122617-0027,0.15,stage1,,
2,IT IS MY HEART HUNG IN THE SKY AND NO CLOUDS EVER FLOAT BETWEEN THE GRAVE FLOWERS AND MY HEART ON HIGH,THE LIVERY BECOMES OBNOXIOUS TO NEARLY ALL WHO ARE REQUIRED TO WEAR IT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8555/292519/8555-292519-0007.flac,8555-292519-0007,0.0,stage1,,impossible_target
3,AS TO HIS AGE AND ALSO THE NAME OF HIS MASTER JACOB'S STATEMENT VARIED SOMEWHAT FROM THE ADVERTISEMENT,TELL US SAID THE OTHER THE WHOLE STORY AND WHERE SOLON HEARD THE STORY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8463/287645/8463-287645-0013.flac,8463-287645-0013,0.0,stage1,,impossible_target
4,IN SHORT HE BECOMES A PROMINENT FIGURE IN LONDON SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO,I AM NOT COMPLAINING THAT THE RATE IS SLOW BUT THAT THE SEA IS SO WIDE,"When the film's produced countless pieces, it's already under the opinion of the 25th day. When the film's released, it's quimful, 20 of which is finished.",False,-1,10.248950004577637,0.15000000596046448,0.10004056245088577,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0001.flac,7176-92135-0001,0.15,stage1,,
5,ON HUGE SILVER PLATTERS WERE PYRAMIDS OF TARTS AND CAKES AND RED WINE SPARKLED IN GLITTERING DECANTERS,HOLMES HELD IT OUT ON HIS OPEN PALM IN THE GLARE OF THE ELECTRIC LIGHT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7021/85628/7021-85628-0010.flac,7021-85628-0010,0.0,stage1,,impossible_target
6,AT THE FARTHER END OF THE LARGEST HALL A TABLE WAS SET WITH GOLDEN CUPS AND GOLDEN PLATES IN LONG ROWS,I HAD TO READ IT OVER CAREFULLY AS THE TEXT MUST BE ABSOLUTELY CORRECT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7021/85628/7021-85628-0009.flac,7021-85628-0009,0.0,stage1,,impossible_target
7,SO YOU WILL BE A GOOD GIRL I KNOW AND NOT MAKE ANY TROUBLE BUT WILL STAY AT HOME CONTENTEDLY WON'T YOU,UNCAS CAST HIS SKIN AND STEPPED FORTH IN HIS OWN BEAUTIFUL PROPORTIONS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7021/79730/7021-79730-0005.flac,7021-79730-0005,0.0,stage1,,impossible_target
8,NANCY'S CURLY CHESTNUT CROP SHONE IN THE SUN AND OLIVE'S THICK BLACK PLAITS LOOKED BLACKER BY CONTRAST,HAY FEVER A HEART TROUBLE CAUSED BY FALLING IN LOVE WITH A GRASS WIDOW,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4992/41797/4992-41797-0020.flac,4992-41797-0020,0.0,stage1,,impossible_target
9,IT IS BLACK IN MISFORTUNE IT IS BLACKER STILL IN CRIME THESE TWO BLACKNESSES AMALGAMATED COMPOSE SLANG,YOU SEE MY FRIEND IT'S AN ISSUE OF THE MONSTER THE NOTORIOUS NARWHALE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4507/16021/4507-16021-0042.flac,4507-16021-0042,0.0,stage1,,impossible_target
0,BUT THE WINDOWS ARE PATCHED WITH WOODEN PANES AND THE DOOR I THINK IS LIKE THE GATE IT IS NEVER OPENED,ANYHOW WE'LL LEAVE INSTRUCTIONS TO SHIP THE WHOLE MENAGERIE TO FRANCE,So the dindrolies are pieced with wooden dindrolies. And the doorms are teemed. This one is a dindro. This one is a red tanker.,False,-1,11.194808006286621,0.15000000596046448,0.09995442628860474,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0001.flac,2094-142345-0001,0.15,stage1,,
1,YOU SEE I'VE LIVED ALL MY LIFE WITH UNC NUNKIE THE SILENT ONE AND THERE WAS NO ONE TO TELL ME ANYTHING,YOU WILL ALLOW ME TO SUGGEST SAID HE THAT THAT IS A MATTER OF OPINION,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0023.flac,1284-1180-0023,0.0,stage1,,impossible_target
2,YEA HIS HONOURABLE WORSHIP IS WITHIN BUT HE HATH A GODLY MINISTER OR TWO WITH HIM AND LIKEWISE A LEECH,DELLA HAD A YOUNG SISTER NAMED MARIA AND A COUSIN WHOSE NAME WAS JANE,The,False,-1,10.424334526062012,0.15000000596046448,0.0996817871928215,stage1,LibriSpeech/test-clean/1221/135767/1221-135767-0014.flac,1221-135767-0014,0.15,stage1,,
3,I SEE THEY LAY HELPLESS AND NAKED WEEPING AND NONE TO ANSWER NONE TO CHERISH THEE WITH MOTHERS SMILES,THIS THOUGHT HOWEVER DID NOT ENTER THE HEADS OF THE ENTHUSIASTIC PAIR,the,False,-1,9.60080623626709,0.15000000596046448,0.09965258836746216,stage1,LibriSpeech/test-clean/908/157963/908-157963-0025.flac,908-157963-0025,0.15,stage1,,
4,THE INMATES BEING REMOVED AT THE APPOINTED HOUR A FEW CANNON BALLS WERE FIRED THROUGH THE STONE WALLS,AND THEN THEY BECAME VEXED AND WOULD HAVE SNATCHED YOUR PURSE FROM US,The,False,-1,10.399811744689941,0.15000000596046448,0.10007066279649734,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0039.flac,7729-102255-0039,0.15,stage1,,
5,BUT IT IS THE CIGARETTE WHICH CHIEFLY HAS BROUGHT THE MODERN DRAMA TO ITS PRESENT STATE OF PERFECTION,AND THEN YOU CAME BACK NOT CARING VERY MUCH BUT IT MADE NO DIFFERENCE,The police are not allowed to take the car.,False,-1,10.026898384094238,0.15000000596046448,0.09956885129213333,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0044.flac,7176-92135-0044,0.15,stage1,,
6,HIS FEET WERE RED HIS LONG NARROW BEAK WITH ITS SAW TOOTHED EDGES AND SHARP HOOKED TIP WAS BRIGHT RED,YOU SEE LOVING SOME ONE AS I LOVE YOU MAKES THE WHOLE WORLD DIFFERENT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0002.flac,7176-88083-0002,0.0,stage1,,impossible_target
7,HE MADE AN EFFORT TO HIDE HIS CONDITION FROM THEM ALL AND ROBIN FELT HIS FINGERS TIGHTEN UPON HIS ARM,HILDA'S FACE QUIVERED BUT SHE WHISPERED YES I THINK IT MUST HAVE BEEN,"In case we try to explain how the weather is going to be better, then we'll have the better weather.",False,-1,11.607110977172852,0.15000000596046448,0.0993761271238327,stage1,LibriSpeech/test-clean/61/70968/61-70968-0050.flac,61-70968-0050,0.15,stage1,,
8,HE KNEW HIS UNCLE WOULD BE GLAD TO HEAR THAT HE HAD AT LAST TURNED HIS THOUGHTS TO A PRACTICAL MATTER,ALREADY A NORTH AND A SOUTH WERE TALKED OF WHY NOT SET UP ALSO A WEST,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4970/29093/4970-29093-0022.flac,4970-29093-0022,0.0,stage1,,impossible_target
9,IT ENGENDERS A WHOLE WORLD LA PEGRE FOR WHICH READ THEFT AND A HELL LA PEGRENNE FOR WHICH READ HUNGER,THEIR SUFFERINGS HAVE NEVER YET BEEN FITLY CHRONICLED BY HUMAN SCRIBE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4507/16021/4507-16021-0001.flac,4507-16021-0001,0.0,stage1,,impossible_target
0,TABBY HAD TENDED THEM IN THEIR CHILDHOOD THEY AND NONE OTHER SHOULD TEND HER IN HER INFIRMITY AND AGE,WHEN I WAS A YOUNG MAN I THOUGHT PAUL WAS MAKING TOO MUCH OF HIS CALL,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0050.flac,3575-170457-0050,0.0,stage1,,impossible_target
1,TABBY HAD LIVED WITH THEM FOR TEN OR TWELVE YEARS AND WAS AS CHARLOTTE EXPRESSED IT ONE OF THE FAMILY,SATURDAY AUGUST FIFTEENTH THE SEA UNBROKEN ALL ROUND NO LAND IN SIGHT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0047.flac,3575-170457-0047,0.0,stage1,,impossible_target
2,IN THE COMMUNITIES OF THE WESTERN CULTURE THIS POINT IS AT PRESENT FOUND AMONG THE LOWER MIDDLE CLASS,ABOVE ALL THINGS I DESIRE TO SETTLE THE MATTER QUIETLY AND DISCREETLY,I make a meal with these and collect these things away from the honey for the drink. I'll be doing a little bit of the good day.,False,-1,10.2383451461792,0.15000000596046448,0.10021942853927612,stage1,LibriSpeech/test-clean/3570/5695/3570-5695-0003.flac,3570-5695-0003,0.15,stage1,,
3,THE GENEALOGIES WHICH YOU HAVE RECITED TO US OUT OF YOUR OWN ANNALS SOLON ARE A MERE CHILDREN'S STORY,THE DELAWARES ARE CHILDREN OF THE TORTOISE AND THEY OUTSTRIP THE DEER,the,False,-1,10.201834678649902,0.15000000596046448,0.10006322711706161,stage1,LibriSpeech/test-clean/2961/961/2961-961-0011.flac,2961-961-0011,0.15,stage1,,
4,BUT PLATO HAS NOT THE SAME MASTERY OVER HIS INSTRUMENT WHICH HE EXHIBITS IN THE PHAEDRUS OR SYMPOSIUM,TO THIS HIS ANSWER WAS PROMPT OH THANK GOD NO AND IS THE RECORD YOURS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2961/960/2961-960-0016.flac,2961-960-0016,0.0,stage1,,impossible_target
5,THE AIR AND THE EARTH ARE CURIOUSLY MATED AND INTERMINGLED AS IF THE ONE WERE THE BREATH OF THE OTHER,IF HE TO KEEP ONE OATH MUST LOSE ONE JOY BY HIS LIFE'S STAR FORETOLD,"I am the deputy director of the IQ area, being made to be ambient in the community. I would like to thank the one who is the deputy director.",False,-1,13.000810623168945,0.15000000596046448,0.10018220543861389,stage1,LibriSpeech/test-clean/237/134493/237-134493-0004.flac,237-134493-0004,0.15,stage1,,
6,THERE WAS A UNANIMOUS GROAN AT THIS AND MUCH REPROACH AFTER WHICH IN HIS PREOCCUPIED WAY HE EXPLAINED,COULD IT MEAN TO LAST A LOVE SET PENDULOUS BETWEEN SORROW AND SORROW,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/121/127105/121-127105-0003.flac,121-127105-0003,0.0,stage1,,impossible_target
7,AT ONCE THE GOAT GAVE A LEAP ESCAPED FROM THE SOLDIERS AND WITH BOWED HEAD RUSHED UPON THE BOOLOOROO,OVER THE TRACK LINED CITY STREET THE YOUNG MEN THE GRINNING MEN PASS,The,False,-1,10.729432106018066,0.15000000596046448,0.10010074079036713,stage1,LibriSpeech/test-clean/8555/284447/8555-284447-0018.flac,8555-284447-0018,0.15,stage1,,
8,I'M GOING TO SEE MISTER MARSHALL SAID KENNETH AND DISCOVER WHAT I CAN DO TO ASSIST YOU THANK YOU SIR,YOU HEAR WHAT SIR FERDINANDO BROWN HAS SAID REPLIED CAPTAIN BATTLEAX,Okay.,False,-1,10.994897842407227,0.15000000596046448,0.10003409534692764,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0034.flac,6829-68769-0034,0.15,stage1,,
9,WHATEVER LORD CHELFORD SAID MISS BRANDON RECEIVED IT VERY GRACIOUSLY AND EVEN WITH A MOMENTARY SMILE,THE DUCHESS OF SOUTHBRIDGE TO LORD REGGIE OH REGGIE WHAT DID YOU SAY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5683/32865/5683-32865-0004.flac,5683-32865-0004,0.0,stage1,,impossible_target
0,THE SOUND OF AN IMPERATIVE AND UNCOMPROMISING BELL RECALLED ME IN DUE TIME TO THE REGIONS OF REALITY,A STORY CRIED THE CHILDREN DRAWING A LITTLE FAT MAN TOWARDS THE TREE,"And if you can't present the characters and since they're responsible for the action, you can slide your return to the story, and you can simply write anything you want.",False,-1,11.073230743408203,0.15000000596046448,0.10006896406412125,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0002.flac,5142-36377-0002,0.15,stage1,,
1,IN FIVE MINUTES I WAS IN A NEW WORLD AND MY MELANCHOLY ROOM WAS FULL OF THE LIVELIEST FRENCH COMPANY,RIGHT WILLINGLY FOR BETWEEN US WE HAVE WON THE BATTLE ANSWERED ROBIN,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0001.flac,5142-36377-0001,0.0,stage1,,impossible_target
2,HE GIVE UP HIS POSITION AND SHUT THE FAMILY UP IN THAT TOMB OF A HOUSE SO T HE COULD STUDY HIS BOOKS,TIS FINE FOR YOU TO TALK OLD MAN ANSWERED THE LEAN SULLEN APPRENTICE,"We're going to use the same board of our feet as we do, and we'll make a slight difference when I'm wearing a little extra muscle seam over the L, and we're going to put a little bit of cream on it. Right?",False,-1,11.26624584197998,0.15000000596046448,0.10030326247215271,stage1,LibriSpeech/test-clean/4992/41797/4992-41797-0007.flac,4992-41797-0007,0.15,stage1,,
3,THEY WERE BOTH REMEMBERING WHAT THE WOMAN HAD SAID WHEN SHE TOOK THE MONEY GOD GIVE YOU A HAPPY LOVE,WHAT OF THE FARM OLAF NOT YET I ANSWERED VIKING IS BETTER FOR SUMMER,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0022.flac,4446-2273-0022,0.0,stage1,,impossible_target
4,THESE THOUGHTS AGITATED ME ALL DAY AND MY IMAGINATION SCARCELY CALMED DOWN AFTER SEVERAL HOURS SLEEP,NEVER MIND NOW INTERPOSED THE CAPTAIN WE WILL TALK OF THAT BY AND BY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/260/123286/260-123286-0016.flac,260-123286-0016,0.0,stage1,,impossible_target
5,HE RETURNED CARRYING HIS JUMPING SHOES WHICH ARE PROVIDED AS YOU ARE AWARE WITH SEVERAL SHARP SPIKES,THERE IS THE SLANG OF THE AFFECTED LADY AS WELL AS OF THE PRECIEUSES,We have to do this.,False,-1,9.652183532714844,0.15000000596046448,0.10001255571842194,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0040.flac,1580-141084-0040,0.15,stage1,,
6,HOW LONG WOULD IT TAKE HIM TO DO THAT USING EVERY POSSIBLE CONTRACTION A QUARTER OF AN HOUR NOT LESS,IT'S BEEN ON ONLY TWO WEEKS AND I'VE BEEN HALF A DOZEN TIMES ALREADY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0027.flac,1580-141083-0027,0.0,stage1,,impossible_target
7,YOU'LL EASILY JUDGE WHY WHEN YOU HEAR BECAUSE THE THING HAD BEEN SUCH A SCARE HE CONTINUED TO FIX ME,THIS PASSAGE THEN BEARS OUT THE FACT THAT ALL MEN ARE SOLD UNDER SIN,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/121/127105/121-127105-0013.flac,121-127105-0013,0.0,stage1,,impossible_target
8,AS A PRIVATE CITIZEN I SHALL BE A MODEL OF DEPORTMENT BECAUSE IT WOULD BE DANGEROUS TO BE OTHERWISE,NOT GOLD OR SILVER OR PASCHAL LAMBS OR AN ANGEL BUT HIMSELF WHAT FOR,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8555/284449/8555-284449-0016.flac,8555-284449-0016,0.0,stage1,,impossible_target
