example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history
10,FOR A FEW MILES SHE FOLLOWED THE LINE HITHERTO PRESUMABLY OCCUPIED BY THE COAST OF ALGERIA BUT NO LAND APPEARED TO THE SOUTH,HE WAS STILL SUFFERING FROM THIS SUDDEN DISTURBANCE OF THE QUIET ROUTINE OF HIS LIFE,"It was my name is the first name of the Sons of the Abolish Starry's Death Stitch, still struggling to get from the suffering of this subject because the Anaconda did not give you the experience of having more of the world in your life.",False,1000,1.9624452590942383,0.15000000596046448,0.1497679203748703,stage1,LibriSpeech/test-clean/5105/28241/5105-28241-0005.flac,5105-28241-0005,0.15,stage1,
11,BY THIS TIME THE TWO GENTLEMEN HAD REACHED THE PALINGS AND HAD GOT DOWN FROM THEIR HORSES IT WAS PLAIN THEY MEANT TO COME IN,SEE THAT YOUR LIVES BE IN NOTHING WORSE THAN A BOY'S CLIMBING FOR HIS ENTANGLED KITE,"Allias, my best friend, who I've been to, I've been in a care center. For those of my life, comment down below.",False,1000,5.0130720138549805,0.15000000596046448,0.14991264045238495,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0043.flac,2094-142345-0043,0.15,stage1,
12,UNCAS OCCUPIED A DISTANT CORNER IN A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHES,WHEN CALLED BEFORE I TOLD HOW HASTILY I DROPPED MY FLOWERS OR BRAKE OFF FROM A GAME,"Wanko concert held on the Black Beef Day until I had finally tried to change it. During the rehearsal, Ryark off now he got hit from a drop in a gang of leg degrees.",False,1000,4.1099019050598145,0.15000000596046448,0.14973501861095428,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0019.flac,1320-122617-0019,0.15,stage1,
13,I GREATLY MOURN THAT ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HYMN CAN YOU LEAD ME TO HIM,DEPARTING FROM FIVE HUNDRED THOUSAND THROATS THREE CHEERS BURST FORTH IN SUCCESSION,Christmas is coming and we are going to have a big party for the rest of the world and we are going to have a big party in the weekend and we will be back in the morning to come back to the party.,False,1000,4.996140003204346,0.15000000596046448,0.1486819088459015,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0009.flac,1320-122617-0009,0.15,stage1,
14,IT WAS A PAIN TO SEE THEM AND A SWORD LIKE PAIN TO SEE THE SIGNS OF ADOLESCENCE THAT MADE REPELLENT THEIR PITIABLE NAKEDNESS,THEN SAID SIR FERDINANDO THERE IS NOTHING FOR IT BUT THAT HE MUST TAKE YOU WITH HIM,"What the main thing that we have here is the community that has a lot of these things that aren't being much more important for us, is that we stand to have the best time you've seen with the community.",False,1000,3.150993585586548,0.15000000596046448,0.14953993260860443,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0023.flac,1089-134691-0023,0.15,stage1,
15,THAT EVENING TROT GAVE A GRAND BALL IN THE PALACE TO WHICH THE MOST IMPORTANT OF THE PINKIES AND THE BLUESKINS WERE INVITED,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN,"The victory to the acting of the throne of the immediately victory, for the first four 14th Karate of the Paralympic Party, has led the O'erringes into the hudder.",False,1000,3.1120567321777344,0.15000000596046448,0.14980019629001617,stage1,LibriSpeech/test-clean/8555/284449/8555-284449-0019.flac,8555-284449-0019,0.15,stage1,
16,BUT YOUR POWER IS SO SUPERIOR TO ANY THAT I CAN ADVANCE AS TO MAKE US HERE FEEL THAT THERE IS NO DISGRACE IN YIELDING TO IT,UPON THIS MADAME DEIGNED TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING,"Up in the column, in this year's December 11, the afternoon madman arrived, to estimate that their e-ice layoff was slightly timely to deny it as the conreverent Joseph.",False,1000,2.805920124053955,0.15000000596046448,0.14965525269508362,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0033.flac,8455-210777-0033,0.15,stage1,
17,THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FREE STATES GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES,TABLES WERE SPREAD ON THE LAWN AND A DAINTY BUT SUBSTANTIAL REPAST WAS TO BE SERVED,"After the first third battle, Abel and Brunner had a great split against the Central Redwood Bear's father, Dianney, had great honor of the race.",False,1000,3.3818187713623047,0.15000000596046448,0.1498166024684906,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0002.flac,7729-102255-0002,0.15,stage1,
18,A FRESH WHOLESOME LOOKING BOY WAS TOM GATES WITH STEADY GRAY EYES AN INTELLIGENT FOREHEAD BUT A SENSITIVE RATHER WEAK MOUTH,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,"D'accord, Turkey, you have a boring dream now. We're going to play back in color and stick to the talented, grander of San Francisco's cany-controll, talented, and interesting.",False,1000,3.1407506465911865,0.15000000596046448,0.14975982904434204,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0021.flac,6829-68769-0021,0.15,stage1,
19,SHE SPOKE WITH A SUDDEN ENERGY WHICH PARTOOK OF FEAR AND PASSION AND FLUSHED HER THIN CHEEK AND MADE HER LANGUID EYES FLASH,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES,"Do you think so? Do you know what I mean? I don't think I'm gonna be on the next. After I've claimed to be the youngest of six babies of head cancer, dance with his sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, her sister, sister, her sister, her sister, her sister, her sister",False,1000,2.659705877304077,0.15000000596046448,0.1497851014137268,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0011.flac,5683-32879-0011,0.15,stage1,
