example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history
10,FOR A FEW MILES SHE FOLLOWED THE LINE HITHERTO PRESUMABLY OCCUPIED BY THE COAST OF ALGERIA BUT NO LAND APPEARED TO THE SOUTH,HE WAS STILL SUFFERING FROM THIS SUDDEN DISTURBANCE OF THE QUIET ROUTINE OF HIS LIFE,The West East is the West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-East West-,False,100,4.155561447143555,0.15000000596046448,0.14949241280555725,stage1,LibriSpeech/test-clean/5105/28241/5105-28241-0005.flac,5105-28241-0005,0.15,stage1,
11,BY THIS TIME THE TWO GENTLEMEN HAD REACHED THE PALINGS AND HAD GOT DOWN FROM THEIR HORSES IT WAS PLAIN THEY MEANT TO COME IN,SEE THAT YOUR LIVES BE IN NOTHING WORSE THAN A BOY'S CLIMBING FOR HIS ENTANGLED KITE,"It will hardly be the granite playing with a film in Eggo, the final S&M.",False,100,6.461664199829102,0.15000000596046448,0.1494142711162567,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0043.flac,2094-142345-0043,0.15,stage1,
12,UNCAS OCCUPIED A DISTANT CORNER IN A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHES,WHEN CALLED BEFORE I TOLD HOW HASTILY I DROPPED MY FLOWERS OR BRAKE OFF FROM A GAME,"From this author's mother, Dr. Pinsville, is an a part of our teachers, being visited by a short pass from Kizu, that brought her to college to English.",False,100,5.99468994140625,0.15000000596046448,0.1493867188692093,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0019.flac,1320-122617-0019,0.15,stage1,
13,I GREATLY MOURN THAT ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HYMN CAN YOU LEAD ME TO HIM,DEPARTING FROM FIVE HUNDRED THOUSAND THROATS THREE CHEERS BURST FORTH IN SUCCESSION,"I'm breaking and hurting the orange furrowed incursion, which is higher than additional, from 5 different hands, 70-loucins females.",False,100,5.705247402191162,0.15000000596046448,0.1493455320596695,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0009.flac,1320-122617-0009,0.15,stage1,
14,IT WAS A PAIN TO SEE THEM AND A SWORD LIKE PAIN TO SEE THE SIGNS OF ADOLESCENCE THAT MADE REPELLENT THEIR PITIABLE NAKEDNESS,THEN SAID SIR FERDINANDO THERE IS NOTHING FOR IT BUT THAT HE MUST TAKE YOU WITH HIM,"We are going to begin being a beautiful, original language for the community of Anitai, the Lampen Festival, which is a very special association.",False,100,4.306312084197998,0.15000000596046448,0.14952577650547028,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0023.flac,1089-134691-0023,0.15,stage1,
15,THAT EVENING TROT GAVE A GRAND BALL IN THE PALACE TO WHICH THE MOST IMPORTANT OF THE PINKIES AND THE BLUESKINS WERE INVITED,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN,"The Fuzer, apartheid giant, has a huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge, huge,",False,100,5.418560981750488,0.15000000596046448,0.1495009809732437,stage1,LibriSpeech/test-clean/8555/284449/8555-284449-0019.flac,8555-284449-0019,0.15,stage1,
16,BUT YOUR POWER IS SO SUPERIOR TO ANY THAT I CAN ADVANCE AS TO MAKE US HERE FEEL THAT THERE IS NO DISGRACE IN YIELDING TO IT,UPON THIS MADAME DEIGNED TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING,Put your power to proceed with the danger of our man. FNJT has to know your power to the enemy's city.,False,100,5.316773891448975,0.15000000596046448,0.1493346393108368,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0033.flac,8455-210777-0033,0.15,stage1,
17,THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FREE STATES GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES,TABLES WERE SPREAD ON THE LAWN AND A DAINTY BUT SUBSTANTIAL REPAST WAS TO BE SERVED,"The Yacht Pagoda is one of the greatest islands, building a range of great species, where three teams are the largest and greatest armor.",False,100,5.17582893371582,0.15000000596046448,0.14944474399089813,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0002.flac,7729-102255-0002,0.15,stage1,
18,A FRESH WHOLESOME LOOKING BOY WAS TOM GATES WITH STEADY GRAY EYES AN INTELLIGENT FOREHEAD BUT A SENSITIVE RATHER WEAK MOUTH,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,I can't just ignore these words that's not good because that is the right answer. So that is the only way to destroy those truths that is good.,False,100,5.904025077819824,0.15000000596046448,0.1494186371564865,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0021.flac,6829-68769-0021,0.15,stage1,
19,SHE SPOKE WITH A SUDDEN ENERGY WHICH PARTOOK OF FEAR AND PASSION AND FLUSHED HER THIN CHEEK AND MADE HER LANGUID EYES FLASH,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES,The signs of horrid darkness and the others fear and quite difficult to carry through sadness. And the bodies are being painted with some need on the face of a fallen cross-liss.,False,100,5.305470943450928,0.15000000596046448,0.14952795207500458,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0011.flac,5683-32879-0011,0.15,stage1,
