example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history
14,IT WAS A PAIN TO SEE THEM AND A SWORD LIKE PAIN TO SEE THE SIGNS OF ADOLESCENCE THAT MADE REPELLENT THEIR PITIABLE NAKEDNESS,THEN SAID SIR FERDINANDO THERE IS NOTHING FOR IT BUT THAT HE MUST TAKE YOU WITH HIM,"There's a bunch of reasons why the world is like the same, so it's a part of the non-Hathe left. So that's first the baddest situation I've ever seen.",False,100,3.3205838203430176,0.15000000596046448,0.14951570332050323,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0023.flac,1089-134691-0023,0.15,stage1,
15,THAT EVENING TROT GAVE A GRAND BALL IN THE PALACE TO WHICH THE MOST IMPORTANT OF THE PINKIES AND THE BLUESKINS WERE INVITED,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN,"Doctorateurion is an effective early-only 23-year-old soldier, who is a 14-year-old senior in the World of War.",False,100,2.8553872108459473,0.15000000596046448,0.14953438937664032,stage1,LibriSpeech/test-clean/8555/284449/8555-284449-0019.flac,8555-284449-0019,0.15,stage1,
16,BUT YOUR POWER IS SO SUPERIOR TO ANY THAT I CAN ADVANCE AS TO MAKE US HERE FEEL THAT THERE IS NO DISGRACE IN YIELDING TO IT,UPON THIS MADAME DEIGNED TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING,"Luffy the power and his fears is hemorrhagic and the magic of the ephemeris of the eosmobile, which is known as the most annoying warrior to the brigadilla.",False,100,3.6614902019500732,0.15000000596046448,0.1489299088716507,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0033.flac,8455-210777-0033,0.15,stage1,
17,THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FREE STATES GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES,TABLES WERE SPREAD ON THE LAWN AND A DAINTY BUT SUBSTANTIAL REPAST WAS TO BE SERVED,"The brilliant and straight-toe flag will bring the rainbow-based breeze of the headfast, which will bring solid and any accurate water release.",False,100,3.1714892387390137,0.15000000596046448,0.14938399195671082,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0002.flac,7729-102255-0002,0.15,stage1,
18,A FRESH WHOLESOME LOOKING BOY WAS TOM GATES WITH STEADY GRAY EYES AN INTELLIGENT FOREHEAD BUT A SENSITIVE RATHER WEAK MOUTH,DON'T YOU KNOW ONE ABOUT BACON AND TALLOW CANDLES CAN'T YOU TELL ANY LARDER STORIES,"Doctor 30 leaf performing only baby on the bed. The second floor again. It's a very talented grandlisten, so you can contribute to another disk game.",False,100,3.107137680053711,0.15000000596046448,0.1494959145784378,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0021.flac,6829-68769-0021,0.15,stage1,
19,SHE SPOKE WITH A SUDDEN ENERGY WHICH PARTOOK OF FEAR AND PASSION AND FLUSHED HER THIN CHEEK AND MADE HER LANGUID EYES FLASH,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES,The children of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of the Church of,False,100,2.775212049484253,0.15000000596046448,0.14936189353466034,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0011.flac,5683-32879-0011,0.15,stage1,
20,THERE IN THE CEDAR HOLLOW THEN LIVED OLIVE LORD AN ANGRY RESENTFUL LITTLE CREATURE WEIGHED DOWN BY A FIERCE SENSE OF INJURY,AMBROSE MET ME AT THE BOTTOM OF THE STAIRS AND SHOWED ME THE WAY TO THE SUPPER ROOM,"The first is the Amman Brothers Zone, which is a roller coaster. It's the first time you've ever seen a roller coaster in a stage where you can ride a roller coaster.",False,100,3.3955225944519043,0.15000000596046448,0.14906525611877441,stage1,LibriSpeech/test-clean/4992/41797/4992-41797-0018.flac,4992-41797-0018,0.15,stage1,
21,MISTER POPHAM EXAGGERATED NOTHING BUT ON THE CONTRARY LEFT MUCH UNSAID IN HIS NARRATIVE OF THE FAMILY AT THE HOUSE OF LORDS,IS IT NOT IMPOSSIBLE HE MURMURED ALOUD THAT ANY CITY SHOULD DISAPPEAR SO COMPLETELY,"The Joker Club will be the only girl who will meet you in the next episode. But I'm a close-knit guy, so I'm pretty sure that you'll be able to see the whole thing in the future.",False,100,3.3079943656921387,0.15000000596046448,0.14938361942768097,stage1,LibriSpeech/test-clean/4992/41797/4992-41797-0008.flac,4992-41797-0008,0.15,stage1,
22,OF COURSE HE REFLECTED SHE ALWAYS HAD THAT COMBINATION OF SOMETHING HOMELY AND SENSIBLE AND SOMETHING UTTERLY WILD AND DAFT,TRUE HISTORY BEING A MIXTURE OF ALL THINGS THE TRUE HISTORIAN MINGLES IN EVERYTHING,"I think it's a bit too much, but I think it's a bit too much.",False,100,4.022343635559082,0.15000000596046448,0.14956490695476532,stage1,LibriSpeech/test-clean/4446/2271/4446-2271-0020.flac,4446-2271-0020,0.15,stage1,
23,EVERYTHING HE HAS DONE HAS BEEN AIMED AT THE CONSERVATION OF ENERGY THE CONTRACTION OF SPACE THE INTENSIFICATION OF CULTURE,BARTLEY BENT OVER AND TOOK HER IN HIS ARMS KISSING HER MOUTH AND HER WET TIRED EYES,The air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and the air is getting heavier and,False,100,4.378661632537842,0.15000000596046448,0.1494123786687851,stage1,LibriSpeech/test-clean/2300/131720/2300-131720-0008.flac,2300-131720-0008,0.15,stage1,
24,SHE HAD BEEN BORN WITHIN ITS BORDERS WITHIN ITS BORDERS SHE HAD LIVED AND GROWN AND WITHIN ITS BORDERS SHE HAD MET HER LOVE,THEY ASKED HIM TO COME TO SEE THEM IN CHELSEA AND THEY SPOKE VERY TENDERLY OF HILDA,The ski at Wimbledon to be clean is the home clean and safe place for you to be drunk and the English barely hurry to not sit at once.,False,100,2.877567768096924,0.15000000596046448,0.1495203822851181,stage1,LibriSpeech/test-clean/1995/1837/1995-1837-0026.flac,1995-1837-0026,0.15,stage1,
25,HERE SHE WAS TEACHING DIRTY CHILDREN AND THE SMELL OF CONFUSED ODORS AND BODILY PERSPIRATION WAS TO HER AT TIMES UNBEARABLE,AS USED IN THE SPEECH OF EVERYDAY LIFE THE WORD CARRIES AN UNDERTONE OF DEPRECATION,"As cool to the school girl is getting married at the time, she is getting married on daybreak, and she is taking a flight to the kitchen to film in Bindog.",False,100,5.851515293121338,0.15000000596046448,0.14886698126792908,stage1,LibriSpeech/test-clean/1995/1826/1995-1826-0011.flac,1995-1826-0011,0.15,stage1,
26,TO EMBARRASS THIS DAMAGING EXPOSURE JUDGE LECOMPTE ISSUED A WRIT AGAINST THE EX GOVERNOR ON A FRIVOLOUS CHARGE OF CONTEMPT,PAUL DECLARES THAT THE FALSE APOSTLES WERE CALLED OR SENT NEITHER BY MEN NOR BY MAN,"Putin died. Although dead, he actually did not break into his oil, so the leaders have to defend him for the poor civil rights and talents of his parents.",False,100,4.665924549102783,0.15000000596046448,0.14966309070587158,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0019.flac,7729-102255-0019,0.15,stage1,
27,WOMEN CAN HIDE THEIR PAIN BETTER THAN WE MEN AND BEAR IT BETTER TOO EXCEPT WHEN SHAME DROPS FIRE INTO THE DREADFUL CHALICE,I TAKE THIS AS MY ANSWER AND I LEAVE THE PROFESSOR TO BITE HIS LIPS WITH IMPATIENCE,I believe that I take the aim of the Shadow of Light and do not be afraid to enter the enemy's room. You have to be safe as you use the last loop of the highest to pass to my slave for unfoldation.,False,100,2.9765071868896484,0.15000000596046448,0.14953675866127014,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0003.flac,5683-32879-0003,0.15,stage1,
28,RALPH THURSTON HAD FOUND A LINE OF LATIN FOR THEM IN HIS BELOVED HORACE TIBI SPLENDET FOCUS FOR YOU THE HEARTH FIRE SHINES,I ENTERED AND I TOOK YOU INTO MY CONFIDENCE AS TO THE SUGGESTIONS OF THE SIDE TABLE,Your blink and head turned lens like this has reduced the latitude. You can rotate and hold the air when you're doing the same to buy a coffee to change the air.,False,100,3.208730459213257,0.15000000596046448,0.1495911180973053,stage1,LibriSpeech/test-clean/4992/41806/4992-41806-0006.flac,4992-41806-0006,0.15,stage1,
29,WHEN SHE COULD NOT MAKE A RABBIT OR A BIRD LOOK REAL ON PAPER SHE SEARCHED IN HER FATHER'S BOOKS FOR PICTURES OF ITS BONES,SOMETIMES IT IS CALLED A CRAZY QUILT BECAUSE THE PATCHES AND COLORS ARE SO MIXED UP,"Cute, so don't make it look good. I know it's an 8-day crazy holiday. But it's quite a good season.",False,100,2.6028902530670166,0.15000000596046448,0.14944003522396088,stage1,LibriSpeech/test-clean/4992/41797/4992-41797-0014.flac,4992-41797-0014,0.15,stage1,
30,THE QUESTION IS WHICH OF THE TWO METHODS WILL MOST EFFECTIVELY REACH THE PERSONS WHOSE CONVICTIONS IT IS DESIRED TO AFFECT,IT WASN'T SIMPLY THAT SHE SAID SO BUT THAT I KNEW SHE HADN'T I WAS SURE I COULD SEE,"Quite a bit, it was for the good enough that the new car had a nice posture that I feel so happy to see for how it's made possible.",False,100,2.88828444480896,0.15000000596046448,0.1495075821876526,stage1,LibriSpeech/test-clean/3570/5695/3570-5695-0008.flac,3570-5695-0008,0.15,stage1,
31,NOTWITHSTANDING THE HIGH RESOLUTION OF HAWKEYE HE FULLY COMPREHENDED ALL THE DIFFICULTIES AND DANGER HE WAS ABOUT TO INCUR,HE STOOD STILL IN DEFERENCE TO THEIR CALLS AND PARRIED THEIR BANTER WITH EASY WORDS,Marley's doing a fire wave with his squadron. He'll hold a cow in your balleradica presence to the leader of the leadership of the state field.,False,100,2.4540531635284424,0.15000000596046448,0.14940132200717926,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0000.flac,1320-122617-0000,0.15,stage1,
32,AT THE FOOT OF THE MOUNTAIN THAT SEPARATED THE COUNTRY OF THE MUNCHKINS FROM THE COUNTRY OF THE GILLIKINS THE PATH DIVIDED,MUSSULMANS AND GIAOURS THROW KERCHIEFS AT A SMILE AND HAVE NO RUTH FOR ANY WEEPING,"Must be close to the horizon, especially with the smoothed-out dimensions of the evening and energy energy, so that the crowd could follow their own.",False,100,4.1224164962768555,0.15000000596046448,0.1493203043937683,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0006.flac,1284-1180-0006,0.15,stage1,
33,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY,THIS SHE SAID WAS TRUE HOSPITALITY AND I AM NOT SURE THAT I DID NOT AGREE WITH HER,"I'm not sure what it is, but I don't know what the name of the temple is, but I was asked to be forced to be the Dari Dari Dari to upgrade the African Hedges.",False,100,2.299530267715454,0.15000000596046448,0.14951848983764648,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0025.flac,1089-134691-0025,0.15,stage1,
34,HE PLANTED A COMPANY BEFORE THE HOTEL AND DEMANDED A SURRENDER OF THE ARMS BELONGING TO THE FREE STATE MILITARY COMPANIES,MY WIFE ON THE SPUR OF THE MOMENT MANAGED TO GIVE THE GENTLEMEN A VERY GOOD DINNER,"The flag of the city can be distributed in its left, receiving support from the local technical department, and the government to provide us a general service in the city.",False,100,2.8092212677001953,0.15000000596046448,0.14953893423080444,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0036.flac,7729-102255-0036,0.15,stage1,
35,IN THE OLD BADLY MADE PLAY IT WAS FREQUENTLY NECESSARY FOR ONE OF THE CHARACTERS TO TAKE THE AUDIENCE INTO HIS CONFIDENCE,THE FIRST OF OUR VAGUE BUT INDUBITABLE DATA IS THAT THERE IS KNOWLEDGE OF THE PAST,"Green Earth, disaster, and native lands, were still suffering by the threat of the nearly-perceived de-partner of the capital of Kamsa-Lich.",False,100,4.636260032653809,0.15000000596046448,0.14942003786563873,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0017.flac,7176-92135-0017,0.15,stage1,
36,FOR A MOMENT BETH STOOD STARING WHILE THE NEW MAID REGARDED HER WITH COMPOSURE AND A SLIGHT SMILE UPON HER BEAUTIFUL FACE,HE CONTINUED HIS PRETENDED SEARCH AND TO GIVE COLOR TO HIS ERRAND MADE TWO ARRESTS,"But more than what this day is to have a minimum wage, this budget is saved for a couple of days. I imagine it's quite an interesting thing to do.",False,100,2.2548396587371826,0.15000000596046448,0.14947940409183502,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0018.flac,6829-68771-0018,0.15,stage1,
37,RODOLFO ARRIVED AT HIS OWN HOUSE WITHOUT ANY IMPEDIMENT AND LEOCADIA'S PARENTS REACHED THEIRS HEART BROKEN AND DESPAIRING,LORD JOHN TAKING OUT GOLD CIGARETTE CASE FROM HIS LEFT HAND UPPER WAISTCOAT POCKET,"The local guys are in their own part, and they're out of their league today. They're just a little bit more to have them on their own. They're all taking part back.",False,100,4.803237438201904,0.15000000596046448,0.14957401156425476,stage1,LibriSpeech/test-clean/5639/40744/5639-40744-0006.flac,5639-40744-0006,0.15,stage1,
38,SHE'S WONDERFUL MORE WONDERFUL THAN ANYBODY WE'VE EVER SEEN ANYWHERE AND SHE DRAWS BETTER THAN THE TEACHER IN CHARLESTOWN,WELL SAID MADEMOISELLE DE TONNAY CHARENTE I ALSO THINK A GOOD DEAL BUT I TAKE CARE,"Ooh, woo! Woo!",False,100,2.518739938735962,0.15000000596046448,0.14953328669071198,stage1,LibriSpeech/test-clean/4992/41797/4992-41797-0021.flac,4992-41797-0021,0.15,stage1,
39,THE SIGHT OF YOU BARTLEY TO SEE YOU LIVING AND HAPPY AND SUCCESSFUL CAN I NEVER MAKE YOU UNDERSTAND WHAT THAT MEANS TO ME,HERS HAPPENED TO BE IN THE SAME FRAME TOO BUT SHE EVIDENTLY DIDN'T CARE ABOUT THAT,A wide-fledged road to the Sun continues as happy as the cold wind is day. And the wind blows in the cold breeze and clouds.,False,100,3.5963797569274902,0.15000000596046448,0.14952167868614197,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0040.flac,4446-2275-0040,0.15,stage1,
40,THIS SENTENCE ALSO DEFINES OUR SINS AS GREAT SO GREAT IN FACT THAT THE WHOLE WORLD COULD NOT MAKE AMENDS FOR A SINGLE SIN,THUS IT IS THAT THE HONOR OF THREE IS SAVED OUR COUNTRY'S OUR MASTER'S AND OUR OWN,The most important thing is to show that the whole world is the most beautiful.,False,100,2.7003679275512695,0.15000000596046448,0.14948828518390656,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0067.flac,2830-3980-0067,0.15,stage1,
41,DID EVER ANYBODY SEE THE LIKE SCREAMED MISSUS POYSER RUNNING TOWARDS THE TABLE WHEN HER EYE HAD FALLEN ON THE BLUE STREAM,ELIZA CLOSED THE DOOR BEHIND HER WITH A DECIDED SLAM AND A KEY CLICKED IN THE LOCK,"With every advantage, you hold it through the ambience of the birch tree, and it's a run and gauge the fairly, so you can clear all the power in the birch tree hatch.",False,100,3.411823272705078,0.15000000596046448,0.14952468872070312,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0029.flac,2094-142345-0029,0.15,stage1,
42,HE KNEW IT WOULD TAKE THEM TO THE HOUSE OF THE CROOKED MAGICIAN WHOM HE HAD NEVER SEEN BUT WHO WAS THEIR NEAREST NEIGHBOR,ROBIN CAREFULLY DESCENDED THE LADDER AND FOUND HIMSELF SOON UPON FIRM ROCKY GROUND,"The first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day of the day, the first day",False,100,4.1190876960754395,0.15000000596046448,0.14952237904071808,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0007.flac,1284-1180-0007,0.15,stage1,
43,THE FIRST OF THESE TOUCHES CONVEYED THAT THE WRITTEN STATEMENT TOOK UP THE TALE AT A POINT AFTER IT HAD IN A MANNER BEGUN,THERE WAS NO CHANCE TO ALTER HIS SLEEPING ROOM TO ONE NEARER TO GAMEWELL'S CHAMBER,"If you're interested in my eyes, please share this little video with your friends and family.",False,100,2.1393604278564453,0.15000000596046448,0.14945586025714874,stage1,LibriSpeech/test-clean/121/127105/121-127105-0026.flac,121-127105-0026,0.15,stage1,
44,NEVER DID HE OBJECT TO BUCKLING UP HIS SUITCASE FOR ANY COUNTRY WHATEVER CHINA OR THE CONGO NO MATTER HOW FAR OFF IT WAS,HE WAS IN DEEP CONVERSE WITH THE CLERK AND ENTERED THE HALL HOLDING HIM BY THE ARM,"It's every degree of the excellent instructor as we enter every 20-week country with everybody. I am the pleasure doctor. We are at Yalapur, all you join.",False,100,2.4502792358398438,0.15000000596046448,0.14947937428951263,stage1,LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8463-294828-0010,0.15,stage1,
